#t[yr]	ecc	inc	eachmass	totalmass
3.990000e+00	1.118144356832301e-02	5.137173473988924e-03	2.911770443782933e-08	2.911770443782933e-05
4.470000e+00	1.131413098632596e-02	5.151969350180489e-03	2.911770443782933e-08	2.911770443782933e-05
5.020000e+00	1.146401925761483e-02	5.168540941916870e-03	2.882941033448449e-08	2.882941033448449e-05
5.630000e+00	1.162770127850675e-02	5.186471567501395e-03	2.882941033448449e-08	2.882941033448449e-05
6.310000e+00	1.180713497606252e-02	5.205933382431592e-03	2.854397062820246e-08	2.854397062820246e-05
7.080000e+00	1.200666256033444e-02	5.227347819746269e-03	2.854397062820246e-08	2.854397062820246e-05
7.950000e+00	1.222769158745431e-02	5.250806170830473e-03	2.826135705762620e-08	2.826135705762620e-05
8.920000e+00	1.246893691270855e-02	5.276116667352842e-03	2.798154164121406e-08	2.798154164121406e-05
1.000000e+01	1.273151849479056e-02	5.303350711397316e-03	2.770449667446937e-08	2.770449667446937e-05
1.123000e+01	1.302337515488008e-02	5.333283609807004e-03	2.743019472719739e-08	2.743019472719739e-05
1.259000e+01	1.333781274039444e-02	5.365200444416256e-03	2.688971152553416e-08	2.688971152553416e-05
1.413000e+01	1.368421306364059e-02	5.400056195858515e-03	2.662347675795461e-08	2.662347675795461e-05
1.585000e+01	1.405997172789155e-02	5.437626752545377e-03	2.609888908729988e-08	2.609888908729988e-05
1.779000e+01	1.447093061190343e-02	5.478599669446675e-03	2.558463786618947e-08	2.558463786618947e-05
1.996000e+01	1.491592949707984e-02	5.523046822065746e-03	2.508051942573225e-08	2.508051942573225e-05
2.239000e+01	1.539759166382881e-02	5.571529207552206e-03	2.458633411011887e-08	2.458633411011886e-05
2.512000e+01	1.591980532507672e-02	5.624885323193334e-03	2.386325366093876e-08	2.386325366093876e-05
2.819000e+01	1.648558454645869e-02	5.684060763834553e-03	2.293211772356976e-08	2.293211772356975e-05
3.163000e+01	1.709538277122715e-02	5.749966716452463e-03	2.225768753361373e-08	2.225768753361372e-05
3.549000e+01	1.775248888804212e-02	5.824090935739699e-03	2.117742597370595e-08	2.117742597370594e-05
3.982000e+01	1.845918458628320e-02	5.908151685699220e-03	2.035109010747128e-08	2.035109010747127e-05
4.467000e+01	1.921679446181154e-02	6.004133333889070e-03	1.917164746797234e-08	1.917164746797233e-05
5.012000e+01	2.003012080133305e-02	6.114932931011102e-03	1.806055914917672e-08	1.806055914917671e-05
5.624000e+01	2.090090223962546e-02	6.243635450722871e-03	1.701386369250870e-08	1.701386369250869e-05
