0.00100000 -134283.8140260117943399 348062.2654922290821560 77346.4391273610672215 143.6508417485862594
0.00101557 -132213.6337968565349001 342713.8468235723557882 76155.9567952446523122 143.6454313034596737
0.00103139 -130175.1979791051271604 337447.4647143802139908 74983.7340195202559698 143.6399319121350970
0.00104745 -128168.0223995760316029 332261.8213912862120196 73829.4864943553402554 143.6343632805842674
0.00106376 -126191.6096832644107053 327155.7024761543725617 72692.9447578907711431 143.6286860036522341
0.00108033 -124245.5316434809064958 322127.8707120353356004 71573.8229806926101446 143.6229343557842810
0.00109716 -122329.2850227424787590 317177.1684327707043849 70471.8702685632597422 143.6171036182613818
0.00111424 -120442.4152848444791744 312302.3753402701113373 69386.8094261650549015 143.6111624499730226
0.00113160 -118584.4940916789055336 307502.3302251541172154 68318.3874742238549516 143.6051397019401747
0.00114922 -116755.0606627202942036 302775.8895998480729759 67266.3550546201149700 143.5990176074597287
0.00116712 -114953.6714524383423850 298121.9274287637090310 66230.4523372279218165 143.5928083248423093
0.00118529 -113179.9177262829616666 293539.3348625784856267 65210.4377092306604027 143.5864975445443577
0.00120375 -111433.3597691397008020 289027.0199765512370504 64206.0639385471367859 143.5800995679847460
0.00122250 -109713.5921910946781281 284583.8896341762738302 63217.0877634647767991 143.5735939219192403
0.00124154 -108020.1889186954358593 280208.9034176269778982 62243.2786282741653849 143.5669794503269259
0.00126087 -106352.7658171745861182 275900.9839636143879034 61284.4092756813406595 143.5602812286661560
0.00128051 -104710.9010885350871831 271659.1572961147176102 60340.2343673650029814 143.5534567616851120
0.00130045 -103094.2141241958161118 267482.3610824294155464 59410.5466993615773390 143.5465487066201717
0.00132070 -101502.3296786055725534 263369.6342893976834603 58495.1083351322304225 143.5395167138389070
0.00134127 -99934.8452099701535190 259319.9638257278711535 57593.7142395280170604 143.5323788404910488
0.00136216 -98391.4055163856828585 255332.3696149893221445 56706.1418656587266014 143.5251287028790443
0.00138337 -96871.6442182917526225 251405.9504591485310812 55832.1803208941055345 143.5177680510025482
0.00140492 -95375.1771450207743328 247539.7389169279776979 54971.6219142982881749 143.5103060439635385
0.00142680 -93901.6576559792447370 243732.8143905146280304 54124.2582786130151362 143.5027136832308940
0.00144902 -92450.7439871436508838 239984.2703180329990573 53289.8881581306559383 143.4950149823339132
0.00147158 -91022.0694842038938077 236293.2139601698436309 52468.3170636418071808 143.4871958284410596
0.00149450 -89615.3106298017955851 232658.7369406935176812 51659.3386608283035457 143.4792495799653977
0.00151778 -88230.1193078009819146 229080.0180849847383797 50862.7718559548302437 143.4711764111402488
0.00154141 -86866.1745982381107751 225556.1616514174675103 50078.4165303099944140 143.4629826898247416
0.00156542 -85523.1531127556372667 222086.3573399888409767 49306.0900579849185306 143.4546667523693770
0.00158980 -84200.7225985428813146 218669.7509091524116229 48545.6124188052854151 143.4462193895476787
0.00161456 -82898.5699937204626622 215305.5565619209082797 47796.7926268728042487 143.4376375338557068
0.00163970 -81616.3936201952456031 211992.9325711159908678 47059.4563938773353584 143.4289236952683666
0.00166524 -80353.8697891314222943 208731.1175174397940282 46333.4286352295894176 143.4200854261888765
0.00169117 -79110.7129176099406322 205519.3086622203409206 45618.5336890291437157 143.4110969513678242
0.00171751 -77886.6220333466771990 202356.7675971338467207 44914.6018866972299293 143.4019761559390247
0.00174426 -76681.3009976561006624 199242.7283863381599076 44221.4629967675937223 143.3927199990937424
0.00177142 -75494.4645933002757374 196176.4250092653383035 43538.9556802456281730 143.3833059627319528
0.00179901 -74325.8318969159445260 193157.1528488739568274 42866.9178601994208293 143.3737527601197712
0.00182703 -73175.1202335362177109 190184.1809955219796393 42205.1839337523051654 143.3640587004920235
0.00185548 -72042.0573516325530363 187256.8020058402616996 41553.5940283572854241 143.3542145995585599
0.00188438 -70926.3692964727379149 184374.3076074314594734 40911.9995249507919652 143.3442155710665986
